"Branch","SHA","Date","Subject","MergeBase","AheadBehind","Tree","TreeEqualsMain","CherryPlus","CherryMinus","AheadCommitCount","FileCountThreeDot","FileCountTwoDot","ShortStatThreeDot","ShortStatTwoDot","FileSetHash","Priority","Prefix","FilesSample","Classification","Evidence","RecommendedAction"
"rescue/no-perder-nada-20260615-180121/stash/30","ba43481f79a0c2dbe8425dd671c96e72b211f9f7","2026-05-19T00:34:04-06:00","On codex/operational-role-simulation: wip-operational-sim-after-clean-preflight-gates","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","7f445ee37a048138eebd71ee458d7a8c1ddd2dbc","False","3","0","4","11","1760"," 11 files changed, 364 insertions(+), 82 deletions(-)"," 1760 files changed, 11845 insertions(+), 163917 deletions(-)","3190c6bb48134b20fe5228d1f6abdb08dabe251fd4d97bc86a90442c050fbe6c","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx; frontend/src/features/settings/FiscalSettingsView.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=11; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/31","48ce8b42c18064f4d30551e08b7b969311675793","2026-05-19T00:33:14-06:00","On codex/operational-role-simulation: temp-ux2-gate-unrelated-3","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","59f4e2a435a7c393298a228d0cfb8fa4bfe6071a","False","3","0","4","10","1760"," 10 files changed, 348 insertions(+), 64 deletions(-)"," 1760 files changed, 11845 insertions(+), 163915 deletions(-)","15b5c6504267888db55c6d4bcebd52aa8b5347d8e30033e5cdf4eedbf3f93a55","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/settings/FiscalSettingsView.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=10; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/32","26190426a5da806877eec724cbb44ded9a7ab803","2026-05-19T00:32:52-06:00","On codex/operational-role-simulation: temp-ux2-gate-unrelated-2","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","0569e20b2d21f5e260da7916d3df6bc8f6642d8c","False","3","0","4","12","1760"," 12 files changed, 362 insertions(+), 92 deletions(-)"," 1760 files changed, 11833 insertions(+), 163917 deletions(-)","3e66b5d53311150c5a148b44b66bf1a754459f6de12708d32ed6da1416180e1a","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/backups/components/BackupExplanationCard.tsx; frontend/src/features/backups/components/BackupStatusBadge.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/components/DailyReportTab.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=12; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/33","633db4f87cb398b1f603337a9530446794435c88","2026-05-19T00:32:29-06:00","On codex/operational-role-simulation: temp-ux2-gate-unrelated","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","4bec8004b2dc4ea74a8a6a0337eeff5b2be44f08","False","2","0","3","11","1760"," 11 files changed, 485 insertions(+), 109 deletions(-)"," 1760 files changed, 11912 insertions(+), 163890 deletions(-)","163b504e3e064ba76400e55f0cb63ab51bbf2e26594cd29c41fed4d100344988","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/AppRoutes.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/ReportsView.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=11; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/34","5ce6590fd9c66decc6ac689a051ebfe23bfe1002","2026-05-19T00:26:03-06:00","On codex/operational-role-simulation: wip-ux-2-3-4-changes-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","b0b9be29e7ed11b6973e13dde44fee7edde820c9","False","3","0","4","25","1760"," 25 files changed, 1074 insertions(+), 289 deletions(-)"," 1760 files changed, 12268 insertions(+), 163837 deletions(-)","2e12bc08aa403369c5c951afa10b185b96741f57828ee643ad18762d36b2d091","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/AppRoutes.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/backups/components/BackupExplanationCard.tsx; frontend/src/features/backups/components/BackupStatusBadge.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/catalog/CatalogView.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/ReportsView.tsx; frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx; frontend/src/features/reports/components/DailyReportTab.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=25; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/4","94c6ab95dd7ae4eed17bedb4c0edf5912c900d33","2026-06-09T09:03:38-06:00","On codex/p2-audit-completion: WIP: frontend refactor (no audit)","c431d5ddda4511f24ebeb909cc6cbaab757c02b0","309/2","dffd11e7b94a27d5b800094d0b3f3e470a56a19e","False","1","0","2","21","1340"," 21 files changed, 364 insertions(+), 350 deletions(-)"," 1340 files changed, 9085 insertions(+), 99561 deletions(-)","6c08aa5dd7e685ab7e8a13d7fd9dcbe09937b49d77ab6deae14ab2fa9bef5d32","P0","rescue","docker-compose.yml; frontend/src/App.test.tsx; frontend/src/App.tsx; frontend/src/AppRoutes.tsx; frontend/src/components/ui/card.tsx; frontend/src/components/ui/sheet.tsx; frontend/src/features/admin/UsersView.tsx; frontend/src/features/auth/PasswordChangeView.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/catalog/components/CategorySheet.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/dashboard/DashboardView.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/invoices/NewInvoiceView.tsx; frontend/src/features/invoices/components/InvoiceCart.tsx; frontend/src/features/invoices/components/PaymentModal.tsx; frontend/src/features/invoices/components/ServiceSearch.tsx; frontend/src/features/receipts/ReceiptPreview.tsx","RESCATE_CONSERVAR","aheadBehind=309/2; cherryPlus=1; cherryMinus=0; files3=21; files2=1340; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/5","bd05623533905c0c44964d65abbb133987f70208","2026-06-03T14:58:29-06:00","On codex/production-readiness-preflight: wip: existing uncommitted diff","f02ab06aee21b916353b510188f64877b0581ee6","315/82","2dcffcf7fb2a86ef2777e17caa124f298f053a19","False","81","0","82","215","1464"," 215 files changed, 10765 insertions(+), 1710 deletions(-)"," 1464 files changed, 19023 insertions(+), 101159 deletions(-)","b1f129e1838a240504ddc8c8d00f6ef427007d25ca99eaec6a89acfac2532ce4","P0","rescue",".github/workflows/ci.yml; backend/.env.example; backend/.gitignore; backend/app/Actions/Backups/DatabaseDumpWriter.php; backend/app/Actions/Billing/CalculateInvoiceTotalsAction.php; backend/app/Actions/Billing/CreateInvoiceAction.php; backend/app/Actions/Payments/RegisterPaymentAction.php; backend/app/Actions/Receipts/GenerateReceiptDataAction.php; backend/app/Actions/Receipts/ReprintReceiptAction.php; backend/app/Actions/Reports/AreaIncomeReportService.php; backend/app/Actions/Reports/CashSessionReportService.php; backend/app/Actions/Reports/CategoryReportService.php; backend/app/Actions/Reports/Concerns/FormatsReportMoney.php; backend/app/Actions/Reports/DailyReportService.php; backend/app/Actions/Reports/DashboardReportService.php; backend/app/Actions/Reports/ExcelReportService.php; backend/app/Actions/Reports/FinancialFactsService.php; backend/app/Actions/Reports/IncomeReportService.php","RESCATE_CONSERVAR","aheadBehind=315/82; cherryPlus=81; cherryMinus=0; files3=215; files2=1464; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/6","67ec8c3c7e1afb04a0975c81a3b114488b07852d","2026-06-02T22:17:45-06:00","On codex/audit-f1-config-hardening: safety-pr10-unrelated-paymentmodal-test-20260603","c72dad8cd93ec74260e33c8e4bfd980e983271d5","323/3","34d2a258dac731f3bb9dd5d2dbce7c58efbe7c70","False","1","1","3","3","1351"," 3 files changed, 7 insertions(+), 3 deletions(-)"," 1351 files changed, 8890 insertions(+), 100157 deletions(-)","82b2293f0944d35972f9e3f6d138849bc856b7aa6bf14de4c5756f343023dde8","P1","rescue","backend/tests/Feature/ProductionSpaRouteTest.php; docs/ARCHITECTURE_CURRENT.md; docs/superpowers/plans/2026-05-22-project-polish-audit.md","RESCATE_CONSERVAR","aheadBehind=323/3; cherryPlus=1; cherryMinus=1; files3=3; files2=1351; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/7","3ab1d5b41490837233abbb8ddaecf9fe6fe55427","2026-06-02T22:16:24-06:00","On codex/audit-f1-config-hardening: safety-pr10-unrelated-paymentmodal-pnpm-20260603","c72dad8cd93ec74260e33c8e4bfd980e983271d5","323/3","4e727211364f2c8bc93ad5166ad6e544ab8cd7f1","False","2","0","3","3","1351"," 3 files changed, 5 insertions(+), 10 deletions(-)"," 1351 files changed, 8883 insertions(+), 100159 deletions(-)","7e3173b94c00688a2a11de7b73a2120061d11fda8383ed3ce35bb38ba6b498f9","P0","rescue","docs/ARCHITECTURE_CURRENT.md; docs/superpowers/plans/2026-05-22-project-polish-audit.md; frontend/src/features/invoices/components/PaymentModal.tsx","RESCATE_CONSERVAR","aheadBehind=323/3; cherryPlus=2; cherryMinus=0; files3=3; files2=1351; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/8","56540af75c15bc485407f670bbb33a46d768d6d3","2026-06-02T22:08:13-06:00","On codex/audit-f1-config-hardening: safety-pr10-post-first-merge-attempt-20260603","6517f9d0ee0de185f3528d607557f76c00b396bc","331/3","74864da0bb8672ed5a55547ad681d03749e72cf3","False","2","0","3","0","1357",""," 1357 files changed, 8886 insertions(+), 101041 deletions(-)","empty","P2","rescue","","RESCATE_CONSERVAR","aheadBehind=331/3; cherryPlus=2; cherryMinus=0; files3=0; files2=1357; priority=P2","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/9","3b7ba59588e9e64daf2d7ce9acacdf8d287f76c7","2026-06-02T22:08:11-06:00","On codex/audit-f1-config-hardening: verify-baseline","6517f9d0ee0de185f3528d607557f76c00b396bc","331/2","afbb2db65e30c74c7e757d036292d4cc507a36c9","False","1","0","2","2","1357"," 2 files changed, 175 insertions(+), 21 deletions(-)"," 1357 files changed, 9028 insertions(+), 101029 deletions(-)","4b071e2455949212e95abdd5dd9274a357d7489682b0ab846c434efae7c6fd92","P0","rescue","frontend/src/features/auth/PasswordChangeView.tsx; frontend/src/features/invoices/components/PaymentModal.tsx","RESCATE_CONSERVAR","aheadBehind=331/2; cherryPlus=1; cherryMinus=0; files3=2; files2=1357; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/uncommitted/004","950391d9acea8eabe900380ccabd023cc35b4bfc","2026-06-15T18:17:05-06:00","rescue(uncommitted): snapshot 20260615-180121 worktree 4","38d2e6e192616ce0e08052aec80a118f3c8ff4be","229/1","a292a4a427ca019c51ea4642a63d2b674cc74d3f","False","1","0","1","149","1182"," 149 files changed, 1679 insertions(+), 393 deletions(-)"," 1182 files changed, 11766 insertions(+), 79638 deletions(-)","e8abb8cca952aaa3640dc0d8334e36685e17f3ee42e9f5a93060f7309bce1e34","P0","rescue","frontend/src/App.test.tsx; frontend/src/components/ui/alert.tsx; frontend/src/components/ui/badge.tsx; frontend/src/components/ui/button.tsx; frontend/src/components/ui/card.tsx; frontend/src/components/ui/confirm-dialog.tsx; frontend/src/components/ui/data-table.tsx; frontend/src/components/ui/dialog.tsx; frontend/src/components/ui/input.tsx; frontend/src/components/ui/sheet.tsx; frontend/src/components/ui/states.tsx; frontend/src/components/ui/table.tsx; frontend/src/features/auth/LoginView.test.tsx; frontend/src/features/auth/LoginView.tsx; frontend/src/features/cash/components/CashMovementsTable.tsx; frontend/src/features/invoices/components/PaymentModal.tsx; frontend/src/features/receipts/ReceiptPreview.tsx; frontend/src/hooks/useTheme.ts","RESCATE_CONSERVAR","aheadBehind=229/1; cherryPlus=1; cherryMinus=0; files3=149; files2=1182; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/uncommitted/009","3658e2d1e314517fb0ad98f26511ca72b57b207e","2026-06-15T18:17:13-06:00","rescue(uncommitted): snapshot 20260615-180121 worktree 9","120620390b1bad9a49cbf07a5ecc4ee3709dd82f","338/1","454a76821aa716a2243b7dfec7e29b2cbed9ce58","False","1","0","1","453","1575"," 453 files changed, 70107 insertions(+), 70107 deletions(-)"," 1575 files changed, 70173 insertions(+), 162647 deletions(-)","7a3d53dc55d5161a5deeaab69261d22f6dbf3f5ecd523f2b46143f4593e14b45","P0","rescue",".agent/skills/s-hospital-ops-hardening/SKILL.md; .agent/skills/s-hospital-print-receipts/SKILL.md; .agent/skills/s-hospital-ux-a11y/SKILL.md; .agents/skills/s-hospital-ops-hardening/SKILL.md; .agents/skills/s-hospital-print-receipts/SKILL.md; .agents/skills/s-hospital-ux-a11y/SKILL.md; .dockerignore; .github/workflows/ci.yml; .github/workflows/release.yml; .gitignore; AGENTS.md; CHANGELOG.md; LICENSE; PROMPT_URGENTE_PARA_CODEX.md; README.md; RELEASE_NOTES_v1.0.0-rc.3.md; RELEASE_NOTES_v1.0.0.md; SYSTEM_REQUIREMENTS.md","RESCATE_CONSERVAR","aheadBehind=338/1; cherryPlus=1; cherryMinus=0; files3=453; files2=1575; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/uncommitted/052","c7d0a61ead6fb1429d674a703950ffe1041976c4","2026-06-15T18:17:18-06:00","rescue(uncommitted): snapshot 20260615-180121 worktree 52","b2fe0b430be9aa94a955d4bb6dee57a3c8dcc62b","389/1","8b7b8ae5c578f5584ad32b29198b7d4813cbbb4a","False","1","0","1","439","1606"," 439 files changed, 65294 insertions(+), 65294 deletions(-)"," 1606 files changed, 65886 insertions(+), 166012 deletions(-)","738f6e4ade6ea815a218c9ad9a296fe916c1f6c2feed6e8fa08bfb753ccfe109","P0","rescue",".agent/skills/s-hospital-ops-hardening/SKILL.md; .agent/skills/s-hospital-print-receipts/SKILL.md; .agent/skills/s-hospital-ux-a11y/SKILL.md; .agents/skills/s-hospital-ops-hardening/SKILL.md; .agents/skills/s-hospital-print-receipts/SKILL.md; .agents/skills/s-hospital-ux-a11y/SKILL.md; .dockerignore; .gitignore; AGENTS.md; CHANGELOG.md; LICENSE; PROMPT_URGENTE_PARA_CODEX.md; README.md; RELEASE_NOTES_v1.0.0-rc.3.md; RELEASE_NOTES_v1.0.0.md; SYSTEM_REQUIREMENTS.md; UI/component_inventory.md; UI/final-product-wireframe.md","RESCATE_CONSERVAR","aheadBehind=389/1; cherryPlus=1; cherryMinus=0; files3=439; files2=1606; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/worktree-head/005-","70df4b7edcdd8066d83bd8f664c78196dbd53af2","2026-06-12T15:20:52-06:00","docs(qa): document final RC scope cutover","38d2e6e192616ce0e08052aec80a118f3c8ff4be","229/4","d2f6f531598d0979ed86b58349dabafa53522d1a","False","4","0","4","80","1131"," 80 files changed, 1123 insertions(+), 316 deletions(-)"," 1131 files changed, 11344 insertions(+), 79695 deletions(-)","afb7f7c6652b692f0f99c4625c5b1f36f8b678ae8ec2526da5e32a2c6291825b","P0","rescue",".gitignore; docs/DECISIONS.md; frontend/src/features/onboarding/GuidedTour.tsx; frontend/src/layout/AppShell.tsx; frontend/src/layout/Topbar.tsx; qa/FINAL_RC_CUTOVER_2026_06_12.md; qa/screenshots/after/f4-billing-cashbox-flow-report.json; qa/screenshots/after/f4-cashbox-open.png; qa/screenshots/after/f4-history-reprint-receipt.png; qa/screenshots/after/f4-invoice-history.png; qa/screenshots/after/f4-new-invoice-paid-receipt.png; qa/screenshots/after/f4-new-invoice-service-selected.png; qa/screenshots/after/f5-desktop-dark-backups.png; qa/screenshots/after/f5-desktop-dark-cashbox.png; qa/screenshots/after/f5-desktop-dark-catalog.png; qa/screenshots/after/f5-desktop-dark-dashboard.png; qa/screenshots/after/f5-desktop-dark-invoice-history.png; qa/screenshots/after/f5-desktop-dark-new-invoice.png","RESCATE_CONSERVAR","aheadBehind=229/4; cherryPlus=4; cherryMinus=0; files3=80; files2=1131; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
