"Ref","SHA","Tree","Upstream","CommitterDate","Author","Subject"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/011-","2e511283c81a3cb672f51ccde5e6a7f0591424b6","78d228994bc44c6cef0909a24c79dfaaf2250443","","2026-06-02 13:34:54 -0600","AugustoMelara-Dev","feat(help): add supervisor daily checklist"
"rescue/no-perder-nada-20260615-171019/worktree-head/044-C-/tmp/S_Hospital_release_c66af89d","c66af89d07463f3604cffc123904139770754621","ca66f73ec26e934fe1644f6e9ce6a1481865fd0b","","2026-06-02 13:23:04 -0600","AugustoMelara-Dev","docs(ops): fix backup restore copy encoding"
"rescue/no-perder-nada-20260615-180121/worktree-head/044-","c66af89d07463f3604cffc123904139770754621","ca66f73ec26e934fe1644f6e9ce6a1481865fd0b","","2026-06-02 13:23:04 -0600","AugustoMelara-Dev","docs(ops): fix backup restore copy encoding"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/044-C-/tmp/S_Hospital_release_c66af89d","c66af89d07463f3604cffc123904139770754621","ca66f73ec26e934fe1644f6e9ce6a1481865fd0b","","2026-06-02 13:23:04 -0600","AugustoMelara-Dev","docs(ops): fix backup restore copy encoding"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/044-","c66af89d07463f3604cffc123904139770754621","ca66f73ec26e934fe1644f6e9ce6a1481865fd0b","","2026-06-02 13:23:04 -0600","AugustoMelara-Dev","docs(ops): fix backup restore copy encoding"
"rescue/no-perder-nada-20260615-171019/worktree-head/024-C-/tmp/S_Hospital_release_70adee68","70adee683ba5b772c58fb239f8115521fab4da07","a2cd10295bc02c9c529f8c6ef8f1eb060a756357","","2026-06-02 11:39:21 -0600","AugustoMelara-Dev","docs(ops): capture invoice layout hardening evidence"
"rescue/no-perder-nada-20260615-180121/worktree-head/024-","70adee683ba5b772c58fb239f8115521fab4da07","a2cd10295bc02c9c529f8c6ef8f1eb060a756357","","2026-06-02 11:39:21 -0600","AugustoMelara-Dev","docs(ops): capture invoice layout hardening evidence"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/024-C-/tmp/S_Hospital_release_70adee68","70adee683ba5b772c58fb239f8115521fab4da07","a2cd10295bc02c9c529f8c6ef8f1eb060a756357","","2026-06-02 11:39:21 -0600","AugustoMelara-Dev","docs(ops): capture invoice layout hardening evidence"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/024-","70adee683ba5b772c58fb239f8115521fab4da07","a2cd10295bc02c9c529f8c6ef8f1eb060a756357","","2026-06-02 11:39:21 -0600","AugustoMelara-Dev","docs(ops): capture invoice layout hardening evidence"
"rescue/no-perder-nada-20260615-171019/worktree-head/020-C-/tmp/S_Hospital_release_6214c143_verify","6214c143c9e43c4c17f8e659b039148c11871711","6d644038a1e5e36dc10664e30619215b34a90942","","2026-06-02 11:02:52 -0600","AugustoMelara-Dev","fix(security): keep CSP nonce compatible with cashier UI"
"rescue/no-perder-nada-20260615-180121/worktree-head/020-","6214c143c9e43c4c17f8e659b039148c11871711","6d644038a1e5e36dc10664e30619215b34a90942","","2026-06-02 11:02:52 -0600","AugustoMelara-Dev","fix(security): keep CSP nonce compatible with cashier UI"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/020-C-/tmp/S_Hospital_release_6214c143_verify","6214c143c9e43c4c17f8e659b039148c11871711","6d644038a1e5e36dc10664e30619215b34a90942","","2026-06-02 11:02:52 -0600","AugustoMelara-Dev","fix(security): keep CSP nonce compatible with cashier UI"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/020-","6214c143c9e43c4c17f8e659b039148c11871711","6d644038a1e5e36dc10664e30619215b34a90942","","2026-06-02 11:02:52 -0600","AugustoMelara-Dev","fix(security): keep CSP nonce compatible with cashier UI"
"rescue/no-perder-nada-20260615-171019/worktree-head/038-C-/tmp/S_Hospital_release_b5e543b8_verify","b5e543b8cf678b33b6322e50c6954ce8c393772b","74e501fd60752af1f8f19b2663804d7a35a1f81e","","2026-06-02 10:31:24 -0600","AugustoMelara-Dev","test(billing): cover invoice quantity cents snapshots"
"rescue/no-perder-nada-20260615-180121/worktree-head/038-","b5e543b8cf678b33b6322e50c6954ce8c393772b","74e501fd60752af1f8f19b2663804d7a35a1f81e","","2026-06-02 10:31:24 -0600","AugustoMelara-Dev","test(billing): cover invoice quantity cents snapshots"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/038-C-/tmp/S_Hospital_release_b5e543b8_verify","b5e543b8cf678b33b6322e50c6954ce8c393772b","74e501fd60752af1f8f19b2663804d7a35a1f81e","","2026-06-02 10:31:24 -0600","AugustoMelara-Dev","test(billing): cover invoice quantity cents snapshots"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/038-","b5e543b8cf678b33b6322e50c6954ce8c393772b","74e501fd60752af1f8f19b2663804d7a35a1f81e","","2026-06-02 10:31:24 -0600","AugustoMelara-Dev","test(billing): cover invoice quantity cents snapshots"
"rescue/no-perder-nada-20260615-171019/worktree-head/010-C-/tmp/S_Hospital_release_27bea1ac_verify","27bea1ac27c30f39f1355873d11a97482f8eb0ff","74822e8b70525a6b27ef73c239b0a936f103f54d","","2026-06-02 10:16:40 -0600","AugustoMelara-Dev","feat(billing): persist invoice cents snapshots"
"rescue/no-perder-nada-20260615-180121/worktree-head/010-","27bea1ac27c30f39f1355873d11a97482f8eb0ff","74822e8b70525a6b27ef73c239b0a936f103f54d","","2026-06-02 10:16:40 -0600","AugustoMelara-Dev","feat(billing): persist invoice cents snapshots"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/010-C-/tmp/S_Hospital_release_27bea1ac_verify","27bea1ac27c30f39f1355873d11a97482f8eb0ff","74822e8b70525a6b27ef73c239b0a936f103f54d","","2026-06-02 10:16:40 -0600","AugustoMelara-Dev","feat(billing): persist invoice cents snapshots"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/010-","27bea1ac27c30f39f1355873d11a97482f8eb0ff","74822e8b70525a6b27ef73c239b0a936f103f54d","","2026-06-02 10:16:40 -0600","AugustoMelara-Dev","feat(billing): persist invoice cents snapshots"
"rescue/no-perder-nada-20260615-171019/worktree-head/014-C-/tmp/S_Hospital_release_3651e440","3651e440d45149edf0e5e8e5b59c7a3cbe4d3764","a3d9f0ab9bb84317c50d543cdfcb69ea2b92c897","","2026-06-02 10:15:03 -0600","AugustoMelara-Dev","feat(about): show safe admin diagnostics"
"rescue/no-perder-nada-20260615-180121/worktree-head/014-","3651e440d45149edf0e5e8e5b59c7a3cbe4d3764","a3d9f0ab9bb84317c50d543cdfcb69ea2b92c897","","2026-06-02 10:15:03 -0600","AugustoMelara-Dev","feat(about): show safe admin diagnostics"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/014-C-/tmp/S_Hospital_release_3651e440","3651e440d45149edf0e5e8e5b59c7a3cbe4d3764","a3d9f0ab9bb84317c50d543cdfcb69ea2b92c897","","2026-06-02 10:15:03 -0600","AugustoMelara-Dev","feat(about): show safe admin diagnostics"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/014-","3651e440d45149edf0e5e8e5b59c7a3cbe4d3764","a3d9f0ab9bb84317c50d543cdfcb69ea2b92c897","","2026-06-02 10:15:03 -0600","AugustoMelara-Dev","feat(about): show safe admin diagnostics"
"rescue/no-perder-nada-20260615-171019/worktree-head/047-C-/tmp/S_Hospital_release_d8f50527","d8f5052718da0d9a5da6b14c082547d677ed3c88","c6566d6a5e6807ce066eddb86e32946c07f41576","","2026-06-02 10:03:05 -0600","AugustoMelara-Dev","feat(reports): render catalog audit changes"
"rescue/no-perder-nada-20260615-180121/worktree-head/047-","d8f5052718da0d9a5da6b14c082547d677ed3c88","c6566d6a5e6807ce066eddb86e32946c07f41576","","2026-06-02 10:03:05 -0600","AugustoMelara-Dev","feat(reports): render catalog audit changes"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/047-C-/tmp/S_Hospital_release_d8f50527","d8f5052718da0d9a5da6b14c082547d677ed3c88","c6566d6a5e6807ce066eddb86e32946c07f41576","","2026-06-02 10:03:05 -0600","AugustoMelara-Dev","feat(reports): render catalog audit changes"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/047-","d8f5052718da0d9a5da6b14c082547d677ed3c88","c6566d6a5e6807ce066eddb86e32946c07f41576","","2026-06-02 10:03:05 -0600","AugustoMelara-Dev","feat(reports): render catalog audit changes"
"rescue/no-perder-nada-20260615-171019/worktree-head/048-C-/tmp/S_Hospital_release_db34a035","db34a03565f6a520a8f748459194a35e50ba0731","dcb19fea38c092d96fc17e1ec55109642e275f8f","","2026-06-02 09:51:36 -0600","AugustoMelara-Dev","fix(backups): keep evidence table readable"
"rescue/no-perder-nada-20260615-180121/worktree-head/048-","db34a03565f6a520a8f748459194a35e50ba0731","dcb19fea38c092d96fc17e1ec55109642e275f8f","","2026-06-02 09:51:36 -0600","AugustoMelara-Dev","fix(backups): keep evidence table readable"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/048-C-/tmp/S_Hospital_release_db34a035","db34a03565f6a520a8f748459194a35e50ba0731","dcb19fea38c092d96fc17e1ec55109642e275f8f","","2026-06-02 09:51:36 -0600","AugustoMelara-Dev","fix(backups): keep evidence table readable"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/048-","db34a03565f6a520a8f748459194a35e50ba0731","dcb19fea38c092d96fc17e1ec55109642e275f8f","","2026-06-02 09:51:36 -0600","AugustoMelara-Dev","fix(backups): keep evidence table readable"
"rescue/no-perder-nada-20260615-171019/worktree-head/031-C-/tmp/S_Hospital_release_9da814ff","9da814ff50c6065fd89a3e86700e9134504ef307","f516696cc88afe3bdf8e6bb001dfc80f405f2f41","","2026-06-02 09:27:58 -0600","AugustoMelara-Dev","test(backend): cover the cashier CSRF / auth boundary"
"rescue/no-perder-nada-20260615-180121/worktree-head/031-","9da814ff50c6065fd89a3e86700e9134504ef307","f516696cc88afe3bdf8e6bb001dfc80f405f2f41","","2026-06-02 09:27:58 -0600","AugustoMelara-Dev","test(backend): cover the cashier CSRF / auth boundary"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/031-C-/tmp/S_Hospital_release_9da814ff","9da814ff50c6065fd89a3e86700e9134504ef307","f516696cc88afe3bdf8e6bb001dfc80f405f2f41","","2026-06-02 09:27:58 -0600","AugustoMelara-Dev","test(backend): cover the cashier CSRF / auth boundary"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/031-","9da814ff50c6065fd89a3e86700e9134504ef307","f516696cc88afe3bdf8e6bb001dfc80f405f2f41","","2026-06-02 09:27:58 -0600","AugustoMelara-Dev","test(backend): cover the cashier CSRF / auth boundary"
"rescue/no-perder-nada-20260615-171019/worktree-head/040-C-/tmp/S_Hospital_release_b8f8ed6c","b8f8ed6c728322efd37e67a16665c2cf3f1c0701","b954a57ad1408b9e2edfbc72e33fa0748d730d43","","2026-06-02 09:02:48 -0600","AugustoMelara-Dev","feat(help): add database restore recovery guidance"
"rescue/no-perder-nada-20260615-180121/worktree-head/040-","b8f8ed6c728322efd37e67a16665c2cf3f1c0701","b954a57ad1408b9e2edfbc72e33fa0748d730d43","","2026-06-02 09:02:48 -0600","AugustoMelara-Dev","feat(help): add database restore recovery guidance"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/040-C-/tmp/S_Hospital_release_b8f8ed6c","b8f8ed6c728322efd37e67a16665c2cf3f1c0701","b954a57ad1408b9e2edfbc72e33fa0748d730d43","","2026-06-02 09:02:48 -0600","AugustoMelara-Dev","feat(help): add database restore recovery guidance"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/040-","b8f8ed6c728322efd37e67a16665c2cf3f1c0701","b954a57ad1408b9e2edfbc72e33fa0748d730d43","","2026-06-02 09:02:48 -0600","AugustoMelara-Dev","feat(help): add database restore recovery guidance"
"rescue/no-perder-nada-20260615-171019/worktree-head/007-C-/tmp/S_Hospital_release_03315714","033157142fc971ca074427a50b10fb90c5ea585f","60a0b66f0ce308a4d0901eeeaf71a11357fe4a02","","2026-06-02 08:51:25 -0600","AugustoMelara-Dev","test(backend): cover GenerateFiscalNumberAction edge cases (phase 12 hardening)"
"rescue/no-perder-nada-20260615-180121/worktree-head/007-","033157142fc971ca074427a50b10fb90c5ea585f","60a0b66f0ce308a4d0901eeeaf71a11357fe4a02","","2026-06-02 08:51:25 -0600","AugustoMelara-Dev","test(backend): cover GenerateFiscalNumberAction edge cases (phase 12 hardening)"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/007-C-/tmp/S_Hospital_release_03315714","033157142fc971ca074427a50b10fb90c5ea585f","60a0b66f0ce308a4d0901eeeaf71a11357fe4a02","","2026-06-02 08:51:25 -0600","AugustoMelara-Dev","test(backend): cover GenerateFiscalNumberAction edge cases (phase 12 hardening)"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/007-","033157142fc971ca074427a50b10fb90c5ea585f","60a0b66f0ce308a4d0901eeeaf71a11357fe4a02","","2026-06-02 08:51:25 -0600","AugustoMelara-Dev","test(backend): cover GenerateFiscalNumberAction edge cases (phase 12 hardening)"
"rescue/no-perder-nada-20260615-171019/worktree-head/023-C-/tmp/S_Hospital_release_6f4835fc","6f4835fc85aa36318dfa20e7ded018d60bf875f4","2f6138307f72fc855225106d478068315c5b534e","","2026-06-02 08:42:19 -0600","AugustoMelara-Dev","fix(invoices): sanitize invoice preview money display"
"rescue/no-perder-nada-20260615-180121/worktree-head/023-","6f4835fc85aa36318dfa20e7ded018d60bf875f4","2f6138307f72fc855225106d478068315c5b534e","","2026-06-02 08:42:19 -0600","AugustoMelara-Dev","fix(invoices): sanitize invoice preview money display"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/023-C-/tmp/S_Hospital_release_6f4835fc","6f4835fc85aa36318dfa20e7ded018d60bf875f4","2f6138307f72fc855225106d478068315c5b534e","","2026-06-02 08:42:19 -0600","AugustoMelara-Dev","fix(invoices): sanitize invoice preview money display"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/023-","6f4835fc85aa36318dfa20e7ded018d60bf875f4","2f6138307f72fc855225106d478068315c5b534e","","2026-06-02 08:42:19 -0600","AugustoMelara-Dev","fix(invoices): sanitize invoice preview money display"
"rescue/no-perder-nada-20260615-171019/worktree-head/012-C-/tmp/S_Hospital_release_310a0316","310a0316bedad4704fc3fa30bd85aabe8f4697af","124d38971eeec5df78342a29eafec2e47d49ca98","","2026-06-02 08:31:41 -0600","AugustoMelara-Dev","test(frontend): ship a11y tests for ReceiptPreview"
"rescue/no-perder-nada-20260615-180121/worktree-head/012-","310a0316bedad4704fc3fa30bd85aabe8f4697af","124d38971eeec5df78342a29eafec2e47d49ca98","","2026-06-02 08:31:41 -0600","AugustoMelara-Dev","test(frontend): ship a11y tests for ReceiptPreview"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/012-C-/tmp/S_Hospital_release_310a0316","310a0316bedad4704fc3fa30bd85aabe8f4697af","124d38971eeec5df78342a29eafec2e47d49ca98","","2026-06-02 08:31:41 -0600","AugustoMelara-Dev","test(frontend): ship a11y tests for ReceiptPreview"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/012-","310a0316bedad4704fc3fa30bd85aabe8f4697af","124d38971eeec5df78342a29eafec2e47d49ca98","","2026-06-02 08:31:41 -0600","AugustoMelara-Dev","test(frontend): ship a11y tests for ReceiptPreview"
"rescue/no-perder-nada-20260615-171019/worktree-head/036-C-/tmp/S_Hospital_release_b2393867","b2393867af4bf9a9384ab551c178421fa0bf5675","bae7a9fe5a46f01c082c4900630a4c1e5473076a","","2026-06-02 08:30:45 -0600","AugustoMelara-Dev","test(frontend): quiet axe canvas probe in jsdom"
"rescue/no-perder-nada-20260615-180121/worktree-head/036-","b2393867af4bf9a9384ab551c178421fa0bf5675","bae7a9fe5a46f01c082c4900630a4c1e5473076a","","2026-06-02 08:30:45 -0600","AugustoMelara-Dev","test(frontend): quiet axe canvas probe in jsdom"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/036-C-/tmp/S_Hospital_release_b2393867","b2393867af4bf9a9384ab551c178421fa0bf5675","bae7a9fe5a46f01c082c4900630a4c1e5473076a","","2026-06-02 08:30:45 -0600","AugustoMelara-Dev","test(frontend): quiet axe canvas probe in jsdom"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/036-","b2393867af4bf9a9384ab551c178421fa0bf5675","bae7a9fe5a46f01c082c4900630a4c1e5473076a","","2026-06-02 08:30:45 -0600","AugustoMelara-Dev","test(frontend): quiet axe canvas probe in jsdom"
"rescue/no-perder-nada-20260615-171019/worktree-head/016-C-/tmp/S_Hospital_release_3e411454","3e411454a7f451ecf413a2a4ef6315f0b8d2a4d7","1d16b9b105feb0dcedd9023893042f8d4ecc981b","","2026-06-02 08:07:40 -0600","AugustoMelara-Dev","build(backend): promote phpstan to level 4 with generated baseline"
"rescue/no-perder-nada-20260615-180121/worktree-head/016-","3e411454a7f451ecf413a2a4ef6315f0b8d2a4d7","1d16b9b105feb0dcedd9023893042f8d4ecc981b","","2026-06-02 08:07:40 -0600","AugustoMelara-Dev","build(backend): promote phpstan to level 4 with generated baseline"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/016-C-/tmp/S_Hospital_release_3e411454","3e411454a7f451ecf413a2a4ef6315f0b8d2a4d7","1d16b9b105feb0dcedd9023893042f8d4ecc981b","","2026-06-02 08:07:40 -0600","AugustoMelara-Dev","build(backend): promote phpstan to level 4 with generated baseline"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/016-","3e411454a7f451ecf413a2a4ef6315f0b8d2a4d7","1d16b9b105feb0dcedd9023893042f8d4ecc981b","","2026-06-02 08:07:40 -0600","AugustoMelara-Dev","build(backend): promote phpstan to level 4 with generated baseline"
"rescue/no-perder-nada-20260615-171019/worktree-head/013-C-/tmp/S_Hospital_release_35a4","4e64272e433772f18dd6305427919056111171a6","bf910023fa37647370d4e6f44ca7c86091d6508f","","2026-06-02 04:26:39 -0600","AugustoMelara-Dev","fix(installer): validate mysql database names"
"rescue/no-perder-nada-20260615-180121/worktree-head/013-","4e64272e433772f18dd6305427919056111171a6","bf910023fa37647370d4e6f44ca7c86091d6508f","","2026-06-02 04:26:39 -0600","AugustoMelara-Dev","fix(installer): validate mysql database names"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/013-C-/tmp/S_Hospital_release_35a4","4e64272e433772f18dd6305427919056111171a6","bf910023fa37647370d4e6f44ca7c86091d6508f","","2026-06-02 04:26:39 -0600","AugustoMelara-Dev","fix(installer): validate mysql database names"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/013-","4e64272e433772f18dd6305427919056111171a6","bf910023fa37647370d4e6f44ca7c86091d6508f","","2026-06-02 04:26:39 -0600","AugustoMelara-Dev","fix(installer): validate mysql database names"
"rescue/no-perder-nada-20260615-171019/worktree-head/046-C-/tmp/S_Hospital_release_c75f","c75fd5e4bf62e9473afc1c6003318b00ea6d71e5","488c060d9463553bdf159f80d95dc3c64b6d841c","","2026-06-02 04:21:52 -0600","AugustoMelara-Dev","fix(ops): redact url credentials in script diagnostics"
"rescue/no-perder-nada-20260615-180121/worktree-head/046-","c75fd5e4bf62e9473afc1c6003318b00ea6d71e5","488c060d9463553bdf159f80d95dc3c64b6d841c","","2026-06-02 04:21:52 -0600","AugustoMelara-Dev","fix(ops): redact url credentials in script diagnostics"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/046-C-/tmp/S_Hospital_release_c75f","c75fd5e4bf62e9473afc1c6003318b00ea6d71e5","488c060d9463553bdf159f80d95dc3c64b6d841c","","2026-06-02 04:21:52 -0600","AugustoMelara-Dev","fix(ops): redact url credentials in script diagnostics"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/046-","c75fd5e4bf62e9473afc1c6003318b00ea6d71e5","488c060d9463553bdf159f80d95dc3c64b6d841c","","2026-06-02 04:21:52 -0600","AugustoMelara-Dev","fix(ops): redact url credentials in script diagnostics"
"rescue/no-perder-nada-20260615-171019/worktree-head/051-C-/tmp/S_Hospital_release_f924","f9242064015db0ed9057dfd9dd8b70881cd98462","1c9a31c1567b28226539635df1a709e268a06072","","2026-06-02 04:17:44 -0600","AugustoMelara-Dev","docs(ops): add safe training guide"
"rescue/no-perder-nada-20260615-180121/worktree-head/051-","f9242064015db0ed9057dfd9dd8b70881cd98462","1c9a31c1567b28226539635df1a709e268a06072","","2026-06-02 04:17:44 -0600","AugustoMelara-Dev","docs(ops): add safe training guide"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/051-C-/tmp/S_Hospital_release_f924","f9242064015db0ed9057dfd9dd8b70881cd98462","1c9a31c1567b28226539635df1a709e268a06072","","2026-06-02 04:17:44 -0600","AugustoMelara-Dev","docs(ops): add safe training guide"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/051-","f9242064015db0ed9057dfd9dd8b70881cd98462","1c9a31c1567b28226539635df1a709e268a06072","","2026-06-02 04:17:44 -0600","AugustoMelara-Dev","docs(ops): add safe training guide"
"rescue/no-perder-nada-20260615-171019/worktree-head/049-C-/tmp/S_Hospital_release_e361","e3614c2057826cb8591607e047c996f5ce78c8da","46583744246e8a82175347866c5f78c79f1da6c2","","2026-06-02 04:12:36 -0600","AugustoMelara-Dev","fix(ops): redact url credentials in support messages"
"rescue/no-perder-nada-20260615-180121/worktree-head/049-","e3614c2057826cb8591607e047c996f5ce78c8da","46583744246e8a82175347866c5f78c79f1da6c2","","2026-06-02 04:12:36 -0600","AugustoMelara-Dev","fix(ops): redact url credentials in support messages"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/049-C-/tmp/S_Hospital_release_e361","e3614c2057826cb8591607e047c996f5ce78c8da","46583744246e8a82175347866c5f78c79f1da6c2","","2026-06-02 04:12:36 -0600","AugustoMelara-Dev","fix(ops): redact url credentials in support messages"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/049-","e3614c2057826cb8591607e047c996f5ce78c8da","46583744246e8a82175347866c5f78c79f1da6c2","","2026-06-02 04:12:36 -0600","AugustoMelara-Dev","fix(ops): redact url credentials in support messages"
"rescue/no-perder-nada-20260615-171019/worktree-head/025-C-/tmp/S_Hospital_release_75ba","75ba0149115951194e0ffc367052b1e1e58ccf6b","a05638940baada64e3b7c6e185d532d499a10a9f","","2026-06-02 04:08:30 -0600","AugustoMelara-Dev","fix(backups): sanitize persisted failure messages"
"rescue/no-perder-nada-20260615-180121/worktree-head/025-","75ba0149115951194e0ffc367052b1e1e58ccf6b","a05638940baada64e3b7c6e185d532d499a10a9f","","2026-06-02 04:08:30 -0600","AugustoMelara-Dev","fix(backups): sanitize persisted failure messages"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/025-C-/tmp/S_Hospital_release_75ba","75ba0149115951194e0ffc367052b1e1e58ccf6b","a05638940baada64e3b7c6e185d532d499a10a9f","","2026-06-02 04:08:30 -0600","AugustoMelara-Dev","fix(backups): sanitize persisted failure messages"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/025-","75ba0149115951194e0ffc367052b1e1e58ccf6b","a05638940baada64e3b7c6e185d532d499a10a9f","","2026-06-02 04:08:30 -0600","AugustoMelara-Dev","fix(backups): sanitize persisted failure messages"
"rescue/no-perder-nada-20260615-171019/worktree-head/015-C-/tmp/S_Hospital_release_3a5","3a5cc74324341bc5d84721142ab40f8d34b66176","c670d6b37205b70993672af41578b3d4b2270dab","","2026-06-02 04:04:24 -0600","AugustoMelara-Dev","fix(support): sanitize stored client issue context"
"rescue/no-perder-nada-20260615-180121/worktree-head/015-","3a5cc74324341bc5d84721142ab40f8d34b66176","c670d6b37205b70993672af41578b3d4b2270dab","","2026-06-02 04:04:24 -0600","AugustoMelara-Dev","fix(support): sanitize stored client issue context"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/015-C-/tmp/S_Hospital_release_3a5","3a5cc74324341bc5d84721142ab40f8d34b66176","c670d6b37205b70993672af41578b3d4b2270dab","","2026-06-02 04:04:24 -0600","AugustoMelara-Dev","fix(support): sanitize stored client issue context"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/015-","3a5cc74324341bc5d84721142ab40f8d34b66176","c670d6b37205b70993672af41578b3d4b2270dab","","2026-06-02 04:04:24 -0600","AugustoMelara-Dev","fix(support): sanitize stored client issue context"
"rescue/no-perder-nada-20260615-171019/worktree-head/035-C-/tmp/S_Hospital_release_b19c","b19c513c2a4dfda60ab57f58f42fc79e4917f216","192d581a6c5660255440e595bb2d64a5d65be88d","","2026-06-02 04:00:04 -0600","AugustoMelara-Dev","fix(support): redact credentials from client evidence urls"
"rescue/no-perder-nada-20260615-180121/worktree-head/035-","b19c513c2a4dfda60ab57f58f42fc79e4917f216","192d581a6c5660255440e595bb2d64a5d65be88d","","2026-06-02 04:00:04 -0600","AugustoMelara-Dev","fix(support): redact credentials from client evidence urls"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/035-C-/tmp/S_Hospital_release_b19c","b19c513c2a4dfda60ab57f58f42fc79e4917f216","192d581a6c5660255440e595bb2d64a5d65be88d","","2026-06-02 04:00:04 -0600","AugustoMelara-Dev","fix(support): redact credentials from client evidence urls"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/035-","b19c513c2a4dfda60ab57f58f42fc79e4917f216","192d581a6c5660255440e595bb2d64a5d65be88d","","2026-06-02 04:00:04 -0600","AugustoMelara-Dev","fix(support): redact credentials from client evidence urls"
"rescue/no-perder-nada-20260615-171019/worktree-head/021-C-/tmp/S_Hospital_release_68ed","68ed288096fb3e0f685fa510c8cef4c2e17d78c3","bafed6cdd653c96f35bb4a542ac180eda1ed5ff2","","2026-06-02 03:53:15 -0600","AugustoMelara-Dev","fix(backups): redact failed backup messages"
"rescue/no-perder-nada-20260615-180121/worktree-head/021-","68ed288096fb3e0f685fa510c8cef4c2e17d78c3","bafed6cdd653c96f35bb4a542ac180eda1ed5ff2","","2026-06-02 03:53:15 -0600","AugustoMelara-Dev","fix(backups): redact failed backup messages"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/021-C-/tmp/S_Hospital_release_68ed","68ed288096fb3e0f685fa510c8cef4c2e17d78c3","bafed6cdd653c96f35bb4a542ac180eda1ed5ff2","","2026-06-02 03:53:15 -0600","AugustoMelara-Dev","fix(backups): redact failed backup messages"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/021-","68ed288096fb3e0f685fa510c8cef4c2e17d78c3","bafed6cdd653c96f35bb4a542ac180eda1ed5ff2","","2026-06-02 03:53:15 -0600","AugustoMelara-Dev","fix(backups): redact failed backup messages"
"rescue/no-perder-nada-20260615-171019/worktree-head/032-C-/tmp/S_Hospital_release_a552","a552f27288b6255411db74860e19c68840dc4224","01919a823d69f948d07656551091b04641468ab3","","2026-06-02 03:48:36 -0600","AugustoMelara-Dev","refactor(catalog): remove unused service request import"
"rescue/no-perder-nada-20260615-180121/worktree-head/032-","a552f27288b6255411db74860e19c68840dc4224","01919a823d69f948d07656551091b04641468ab3","","2026-06-02 03:48:36 -0600","AugustoMelara-Dev","refactor(catalog): remove unused service request import"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/032-C-/tmp/S_Hospital_release_a552","a552f27288b6255411db74860e19c68840dc4224","01919a823d69f948d07656551091b04641468ab3","","2026-06-02 03:48:36 -0600","AugustoMelara-Dev","refactor(catalog): remove unused service request import"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/032-","a552f27288b6255411db74860e19c68840dc4224","01919a823d69f948d07656551091b04641468ab3","","2026-06-02 03:48:36 -0600","AugustoMelara-Dev","refactor(catalog): remove unused service request import"
